LAT,LON,YEAR,DOY,TS,RH2M,GWETROOT,PRECTOTCORR,T2M_MIN,T2M_RANGE
6.25,-3.25,2024,147,25.72,88.91,0.59,3.35,23.41,5.24
6.25,-2.75,2024,147,25.8,89.01,0.64,2.81,23.17,5.81
6.75,-8.25,2024,147,26.65,83.11,0.53,1.6,23.58,6.61
6.75,-7.75,2024,147,26.85,81.45,0.49,1.56,23.6,6.66
6.75,-7.25,2024,147,26.69,81.86,0.49,1.43,23.58,6.6
6.75,-6.75,2024,147,26.17,84.47,0.53,1.01,23.48,6.41
6.75,-6.25,2024,147,25.96,86.72,0.55,0.89,23.34,6.21
6.75,-5.75,2024,147,26,87.27,0.54,2.35,23.5,5.69
6.75,-5.25,2024,147,25.74,88.36,0.54,6.22,23.74,4.5
6.75,-4.75,2024,147,25.5,88.92,0.55,8.89,23.83,3.77
6.75,-4.25,2024,147,25.48,88.41,0.56,8.41,23.71,4.01
6.75,-3.75,2024,147,25.78,86.78,0.54,4.47,23.54,5.04
6.75,-3.25,2024,147,25.8,86.76,0.54,2.83,23.31,5.61
6.75,-2.75,2024,147,26.05,85.89,0.55,2.17,22.98,6.5
7.25,-8.25,2024,147,25.77,85.43,0.57,4.09,23.08,6.67
7.25,-7.75,2024,147,25.97,84.12,0.51,4.53,23.09,6.63
7.25,-7.25,2024,147,26.15,83.58,0.49,4.15,23.29,6.47
7.25,-6.75,2024,147,26.26,83.68,0.49,2.65,23.53,6.35
7.25,-6.25,2024,147,26.35,84.53,0.49,1.8,23.45,6.05
7.25,-5.75,2024,147,26.5,84.53,0.47,2.55,23.65,5.75
7.25,-5.25,2024,147,26.21,85.36,0.48,5,23.82,5.17
7.25,-4.75,2024,147,25.98,85.63,0.5,6.79,23.87,4.97
7.25,-4.25,2024,147,26.04,84.74,0.52,6.59,23.78,5.39
7.25,-3.75,2024,147,26.35,82.81,0.53,4.06,23.63,6.25
7.25,-3.25,2024,147,26.23,83.69,0.52,4.08,23.44,6.28
7.25,-2.75,2024,147,26.55,82.14,0.5,3.3,23.21,7.05
7.75,-8.25,2024,147,24.92,88.84,0.65,7.32,22.47,6.44
7.75,-7.75,2024,147,25.28,87,0.56,6.86,22.6,6.74
7.75,-7.25,2024,147,25.92,84.99,0.51,6.03,23.03,6.75
7.75,-6.75,2024,147,26.67,82.78,0.5,4.53,23.55,6.73
7.75,-6.25,2024,147,27.08,80.78,0.48,3.23,23.62,6.86
7.75,-5.75,2024,147,27.13,80.53,0.44,3.64,23.83,6.45
7.75,-5.25,2024,147,26.89,81.18,0.45,5.01,23.87,6.11
7.75,-4.75,2024,147,26.74,81.26,0.47,6.08,23.89,6.21
7.75,-4.25,2024,147,26.86,80.17,0.49,6.02,23.93,6.79
7.75,-3.75,2024,147,27.22,78.22,0.49,4.43,23.92,7.55
7.75,-3.25,2024,147,26.9,79.54,0.5,5.91,23.61,7.15
7.75,-2.75,2024,147,27.14,78.3,0.49,4.87,23.5,7.62
8.25,-8.25,2024,147,24.96,87.74,0.65,8.49,22.21,6.66
8.25,-7.75,2024,147,26.07,83.12,0.56,6.59,22.89,7.43
8.25,-7.25,2024,147,26.99,79.57,0.51,5.26,23.48,7.77
8.25,-6.75,2024,147,27.5,77.83,0.48,4.46,23.79,7.78
8.25,-6.25,2024,147,27.92,75.91,0.45,3.76,23.87,8.14
8.25,-5.75,2024,147,27.83,76.33,0.43,4.15,24.03,7.6
8.25,-5.25,2024,147,27.51,77.38,0.45,5.08,23.98,6.97
8.25,-4.75,2024,147,27.33,77.72,0.47,5.69,23.95,6.76
8.25,-4.25,2024,147,27.44,76.82,0.48,5.5,24.03,7.07
8.25,-3.75,2024,147,27.85,74.88,0.48,4.37,24.18,7.59
8.25,-3.25,2024,147,27.48,75.42,0.48,5.49,23.79,7.36
8.25,-2.75,2024,147,27.76,75.06,0.49,4.38,23.93,7.68
4.75,-8.25,2024,148,29.03,80.96,0.59,0.54,25.38,5.6
4.75,-7.75,2024,148,28.67,80.45,0.53,0.66,24.88,6.82
4.75,-7.25,2024,148,28.32,81.85,0.54,0.72,24.96,6.29
4.75,-6.75,2024,148,28.14,83.72,0.6,0.69,25.59,4.44
4.75,-6.25,2024,148,28.78,81.97,0.61,0.58,26.58,3.1
4.75,-5.75,2024,148,28.86,80.84,0.63,0.58,27.32,2.07
4.75,-5.25,2024,148,29.02,79.94,-999,0.77,27.69,1.54
4.75,-4.75,2024,148,29.1,79.57,-999,0.95,27.62,1.45
4.75,-4.25,2024,148,29.07,79.36,-999,1.04,27.3,1.64
4.75,-3.75,2024,148,29.06,78.31,-999,1.05,27.2,1.79
4.75,-3.25,2024,148,29.12,78.01,-999,1.11,27.5,1.46
4.75,-2.75,2024,148,28.88,80.41,-999,1.07,27.02,1.96
5.25,-8.25,2024,148,28.12,81.74,0.58,0.44,23.76,8.1
5.25,-7.75,2024,148,27.71,82.21,0.53,0.5,23.54,8.41
5.25,-7.25,2024,148,27.28,84.14,0.55,0.51,23.6,7.82
5.25,-6.75,2024,148,26.96,86.63,0.62,0.46,23.9,6.66
5.25,-6.25,2024,148,27.46,85.78,0.63,0.38,24.56,5.98
5.25,-5.75,2024,148,27.61,84.46,0.62,0.46,25.3,5.03
5.25,-5.25,2024,148,27.89,83.66,0.61,0.75,25.8,4.4
5.25,-4.75,2024,148,28.12,83.24,0.58,1.03,25.92,4.08
5.25,-4.25,2024,148,28.2,82.78,0.56,1.2,25.76,4.01
5.25,-3.75,2024,148,28.15,81.53,0.56,1.28,25.66,4.12
5.25,-3.25,2024,148,28.14,81.38,0.7,1.45,25.73,3.97
5.25,-2.75,2024,148,27.57,84.32,0.74,1.46,25.01,4.79
5.75,-8.25,2024,148,27.7,82.39,0.54,0.32,23.01,8.84
5.75,-7.75,2024,148,27.43,82.61,0.52,0.33,23.1,8.72
5.75,-7.25,2024,148,27.08,84.28,0.55,0.31,23.15,8.29
5.75,-6.75,2024,148,26.71,87.05,0.62,0.25,23.12,7.71
5.75,-6.25,2024,148,26.96,86.12,0.64,0.2,23.4,7.88
5.75,-5.75,2024,148,27.09,85.15,0.62,0.29,23.83,7.51
5.75,-5.25,2024,148,27.32,84.96,0.61,0.54,24.23,7.12
5.75,-4.75,2024,148,27.58,84.52,0.61,0.77,24.35,7.02
5.75,-4.25,2024,148,27.73,83.68,0.6,0.89,24.18,7.15
5.75,-3.75,2024,148,27.55,83.12,0.56,0.97,23.97,7.09
5.75,-3.25,2024,148,27.34,84.08,0.65,1.13,23.92,6.63
5.75,-2.75,2024,148,26.96,85.89,0.69,1.18,23.61,6.93
6.25,-8.25,2024,148,27.62,81.59,0.51,0.21,22.82,8.91
6.25,-7.75,2024,148,27.7,80.58,0.49,0.19,23.09,8.86
6.25,-7.25,2024,148,27.54,81.74,0.52,0.17,23.26,8.5
6.25,-6.75,2024,148,27.08,84.81,0.6,0.14,23.19,7.96
6.25,-6.25,2024,148,27.03,83.78,0.62,0.09,23.18,8.38
6.25,-5.75,2024,148,27.18,83.28,0.6,0.14,23.21,8.67
6.25,-5.25,2024,148,27.48,83.06,0.59,0.27,23.43,8.69
6.25,-4.75,2024,148,27.85,82.18,0.6,0.37,23.53,8.96
6.25,-4.25,2024,148,28.11,80.94,0.6,0.42,23.42,9.36
6.25,-3.75,2024,148,27.94,80.97,0.54,0.45,23.19,9.11
6.25,-3.25,2024,148,27.31,83.47,0.58,0.57,23.06,8.27
6.25,-2.75,2024,148,27.16,84.04,0.63,0.61,23.03,8.15
6.75,-8.25,2024,148,27.62,78.85,0.53,0.19,22.6,9.47
6.75,-7.75,2024,148,28,76.88,0.48,0.22,22.96,9.36
6.75,-7.25,2024,148,27.92,77.68,0.48,0.21,23.25,9.01
6.75,-6.75,2024,148,27.34,80.96,0.52,0.15,23.31,8.46
6.75,-6.25,2024,148,27.26,81.53,0.54,0.05,23.3,8.36
6.75,-5.75,2024,148,27.68,80.53,0.53,0.06,23.05,9.24
6.75,-5.25,2024,148,28.13,79.31,0.53,0.1,23.06,9.8
6.75,-4.75,2024,148,28.56,77.78,0.55,0.13,23.14,10.37
6.75,-4.25,2024,148,28.84,76.39,0.56,0.13,23.16,10.84
6.75,-3.75,2024,148,28.84,76.09,0.54,0.14,23.07,10.71
6.75,-3.25,2024,148,27.98,79.37,0.53,0.22,22.88,9.65
6.75,-2.75,2024,148,28.04,78.99,0.54,0.24,22.85,9.69
7.25,-8.25,2024,148,26.79,78.65,0.57,0.55,22.05,9.6
7.25,-7.75,2024,148,26.98,78.19,0.51,0.75,22.23,9.35
7.25,-7.25,2024,148,27.19,78.66,0.49,0.73,22.59,9.08
7.25,-6.75,2024,148,27.42,79.2,0.49,0.39,22.99,8.97
7.25,-6.25,2024,148,27.81,79.25,0.48,0.06,23.26,8.83
7.25,-5.75,2024,148,28.49,76.85,0.46,0.05,22.97,10.04
7.25,-5.25,2024,148,29.01,74.56,0.47,0.07,22.78,11.08
7.25,-4.75,2024,148,29.43,72.62,0.49,0.07,22.74,11.95
7.25,-4.25,2024,148,29.72,71.13,0.52,0.06,22.83,12.52
7.25,-3.75,2024,148,29.78,70.03,0.52,0.04,22.94,12.62
7.25,-3.25,2024,148,29.04,73.71,0.51,0.09,22.72,11.51
7.25,-2.75,2024,148,29.33,72.69,0.49,0.1,22.74,11.67
7.75,-8.25,2024,148,25.82,81.92,0.65,1.17,21.61,8.9
7.75,-7.75,2024,148,26.15,81.2,0.56,1,21.72,9.04
7.75,-7.25,2024,148,26.88,79.89,0.51,0.77,22.09,9.28
7.75,-6.75,2024,148,27.97,77.3,0.49,0.42,22.61,9.91
7.75,-6.25,2024,148,29,74,0.47,0.06,22.96,10.84
7.75,-5.75,2024,148,29.61,71.2,0.44,0.06,22.79,11.76
7.75,-5.25,2024,148,29.96,69.41,0.44,0.08,22.53,12.67
7.75,-4.75,2024,148,30.3,67.96,0.47,0.07,22.4,13.48
7.75,-4.25,2024,148,30.71,66.43,0.49,0.04,22.48,14.09
7.75,-3.75,2024,148,31.05,64.66,0.49,0.01,22.73,14.42
7.75,-3.25,2024,148,30.31,67.88,0.49,0.03,22.44,13.58
7.75,-2.75,2024,148,30.58,67.22,0.49,0.03,22.56,13.65
8.25,-8.25,2024,148,25.77,82.69,0.65,0.92,21.45,8.85
8.25,-7.75,2024,148,27.18,77.65,0.56,0.5,21.98,10.05
8.25,-7.25,2024,148,28.49,73.38,0.5,0.23,22.41,11.09
8.25,-6.75,2024,148,29.41,70.64,0.48,0.16,22.67,11.88
8.25,-6.25,2024,148,30.4,66.81,0.45,0.04,22.87,12.96
8.25,-5.75,2024,148,30.68,65.64,0.43,0.06,22.74,13.49
8.25,-5.25,2024,148,30.65,65.36,0.44,0.07,22.45,13.86
8.25,-4.75,2024,148,30.77,64.91,0.46,0.07,22.27,14.22
8.25,-4.25,2024,148,31.26,63.67,0.47,0.04,22.34,14.67
8.25,-3.75,2024,148,32.05,61.47,0.48,0.01,22.63,15.3
8.25,-3.25,2024,148,31.52,62.37,0.47,0,22.27,15.18
8.25,-2.75,2024,148,31.76,62.24,0.48,0,22.73,14.81
4.75,-8.25,2024,149,29.54,76.7,0.59,0.1,25.32,6.79
4.75,-7.75,2024,149,29.39,74.8,0.53,0.1,24.8,8.26
4.75,-7.25,2024,149,29.01,75.81,0.53,0.09,25.05,7.46
4.75,-6.75,2024,149,28.56,78.97,0.59,0.09,25.79,5.01
4.75,-6.25,2024,149,29.02,78.47,0.6,0.06,26.7,3.21
4.75,-5.75,2024,149,28.94,79.12,0.62,0.06,27.06,2.41
4.75,-5.25,2024,149,29.14,79.17,-999,0.09,27.42,1.96
4.75,-4.75,2024,149,29.27,78.62,-999,0.11,27.71,1.64
4.75,-4.25,2024,149,29.22,77.82,-999,0.13,27.85,1.4
4.75,-3.75,2024,149,29.14,77.47,-999,0.16,27.83,1.37
4.75,-3.25,2024,149,29.17,78.34,-999,0.38,27.72,1.47
4.75,-2.75,2024,149,28.93,80.19,-999,0.38,27.32,1.89
5.25,-8.25,2024,149,28.98,77.96,0.58,0.14,23.64,9.6
5.25,-7.75,2024,149,28.54,77.63,0.52,0.14,23.39,10.01
5.25,-7.25,2024,149,28.03,79.74,0.54,0.14,23.44,9.3
5.25,-6.75,2024,149,27.55,83.51,0.61,0.14,23.65,7.81
5.25,-6.25,2024,149,27.95,83.03,0.62,0.11,24.28,6.82
5.25,-5.75,2024,149,27.93,83.06,0.61,0.15,24.58,6.25
5.25,-5.25,2024,149,28.25,82.67,0.59,0.26,25.17,5.57
5.25,-4.75,2024,149,28.54,81.77,0.57,0.35,25.69,4.97
5.25,-4.25,2024,149,28.61,80.66,0.54,0.39,25.96,4.59
5.25,-3.75,2024,149,28.43,80.03,0.55,0.39,25.91,4.49
5.25,-3.25,2024,149,28.27,81.01,0.69,0.74,25.74,4.43
5.25,-2.75,2024,149,27.71,84.02,0.73,0.83,24.98,5.13
5.75,-8.25,2024,149,28.77,78.68,0.53,0.16,23.27,9.99
5.75,-7.75,2024,149,28.31,78.65,0.51,0.16,23.2,9.92
5.75,-7.25,2024,149,27.79,81,0.54,0.17,23.07,9.52
5.75,-6.75,2024,149,27.26,85.17,0.61,0.16,22.84,8.8
5.75,-6.25,2024,149,27.56,84.22,0.64,0.15,23.08,8.74
5.75,-5.75,2024,149,27.65,83.67,0.61,0.22,23.11,8.88
5.75,-5.25,2024,149,27.9,83.79,0.6,0.44,23.41,8.6
5.75,-4.75,2024,149,28.21,83.11,0.6,0.61,23.74,8.41
5.75,-4.25,2024,149,28.37,81.71,0.59,0.65,23.92,8.4
5.75,-3.75,2024,149,28.06,81.28,0.55,0.6,23.81,8.23
5.75,-3.25,2024,149,27.55,83.36,0.64,0.88,23.69,7.5
5.75,-2.75,2024,149,27.09,85.96,0.68,1.03,23.27,7.58
6.25,-8.25,2024,149,28.9,78.07,0.5,0.17,23.34,9.91
6.25,-7.75,2024,149,28.77,77.31,0.48,0.17,23.42,9.92
6.25,-7.25,2024,149,28.36,79.18,0.51,0.17,23.36,9.65
6.25,-6.75,2024,149,27.64,83.16,0.58,0.16,23.14,9.01
6.25,-6.25,2024,149,27.64,81.91,0.61,0.15,23.24,9.1
6.25,-5.75,2024,149,27.95,80.96,0.58,0.25,23.07,9.65
6.25,-5.25,2024,149,28.33,81,0.58,0.5,23.08,9.88
6.25,-4.75,2024,149,28.71,80.31,0.59,0.68,23.17,10.21
6.25,-4.25,2024,149,28.92,78.95,0.59,0.71,23.2,10.59
6.25,-3.75,2024,149,28.62,78.75,0.54,0.61,22.98,10.5
6.25,-3.25,2024,149,27.61,82.4,0.57,0.74,22.69,9.4
6.25,-2.75,2024,149,27.3,83.97,0.61,0.85,22.62,9.02
6.75,-8.25,2024,149,29.16,75.36,0.52,0.25,23.14,10.8
6.75,-7.75,2024,149,29.43,73.97,0.47,0.25,23.36,10.77
6.75,-7.25,2024,149,29.13,75.03,0.47,0.24,23.56,10.38
6.75,-6.75,2024,149,28.27,78.13,0.52,0.19,23.62,9.68
6.75,-6.25,2024,149,28.04,78.78,0.53,0.17,23.5,9.49
6.75,-5.75,2024,149,28.74,77.11,0.52,0.24,23.35,10.24
6.75,-5.25,2024,149,29.35,75.92,0.52,0.45,23.38,10.76
6.75,-4.75,2024,149,29.74,74.88,0.54,0.59,23.43,11.26
6.75,-4.25,2024,149,29.84,74.01,0.55,0.58,23.35,11.72
6.75,-3.75,2024,149,29.67,73.69,0.53,0.47,23.07,11.93
6.75,-3.25,2024,149,28.51,77.59,0.52,0.51,22.64,10.89
6.75,-2.75,2024,149,28.37,77.91,0.53,0.54,22.69,10.56
7.25,-8.25,2024,149,28.21,75.28,0.57,0.7,22.32,11.3
7.25,-7.75,2024,149,28.41,74.8,0.5,0.7,22.46,11.13
7.25,-7.25,2024,149,28.54,75.47,0.48,0.62,22.93,10.62
7.25,-6.75,2024,149,28.65,75.86,0.48,0.38,23.42,10.24
7.25,-6.25,2024,149,28.9,75.31,0.47,0.26,23.42,10.3
7.25,-5.75,2024,149,29.86,72.31,0.46,0.32,23.6,11.1
7.25,-5.25,2024,149,30.51,70.21,0.46,0.48,23.71,11.8
7.25,-4.75,2024,149,30.85,69.05,0.48,0.57,23.71,12.43
7.25,-4.25,2024,149,30.94,68.38,0.51,0.52,23.64,12.94
7.25,-3.75,2024,149,30.81,67.28,0.51,0.38,23.59,13.12
7.25,-3.25,2024,149,29.87,70.76,0.5,0.45,23.1,12.31
7.25,-2.75,2024,149,29.9,70.11,0.48,0.41,23.1,12.23
7.75,-8.25,2024,149,26.99,78.6,0.64,1.25,21.37,10.91
7.75,-7.75,2024,149,27.45,76.11,0.55,0.88,21.56,11.29
7.75,-7.25,2024,149,28.3,74.14,0.5,0.67,22.26,11.28
7.75,-6.75,2024,149,29.48,71.72,0.48,0.44,23.11,11.43
7.75,-6.25,2024,149,30.48,68.34,0.47,0.31,23.38,12.34
7.75,-5.75,2024,149,31.32,65.44,0.43,0.4,23.87,12.69
7.75,-5.25,2024,149,31.64,64.38,0.44,0.58,23.99,13.05
7.75,-4.75,2024,149,31.83,63.88,0.46,0.67,23.99,13.5
7.75,-4.25,2024,149,32.05,62.89,0.48,0.62,24.05,13.97
7.75,-3.75,2024,149,32.28,60.56,0.48,0.43,24.28,14.18
7.75,-3.25,2024,149,31.24,64.04,0.49,0.55,23.65,13.62
7.75,-2.75,2024,149,31.16,63.84,0.48,0.47,23.54,13.55
8.25,-8.25,2024,149,27.02,77.9,0.64,1.06,21.03,11.19
8.25,-7.75,2024,149,28.65,70.76,0.56,0.5,21.75,12.58
8.25,-7.25,2024,149,30.15,65.39,0.5,0.27,22.66,13.39
8.25,-6.75,2024,149,31.22,62.64,0.47,0.24,23.45,13.59
8.25,-6.25,2024,149,32.21,59.56,0.45,0.21,23.81,14.21
8.25,-5.75,2024,149,32.52,59.04,0.42,0.31,24.09,14.14
8.25,-5.25,2024,149,32.34,59.99,0.44,0.47,24.12,13.97
8.25,-4.75,2024,149,32.25,60.47,0.46,0.6,24.12,14.06
8.25,-4.25,2024,149,32.55,59.31,0.47,0.64,24.25,14.47
8.25,-3.75,2024,149,33.23,56.16,0.47,0.58,24.6,14.99
8.25,-3.25,2024,149,32.3,58.41,0.47,0.76,24.16,14.46
8.25,-2.75,2024,149,32.29,58.59,0.48,0.64,24.29,14.08
4.75,-8.25,2024,150,29.78,78.67,0.59,0.64,26.22,5.86
4.75,-7.75,2024,150,29.78,77.11,0.52,0.62,25.57,7.48
4.75,-7.25,2024,150,29.4,78.24,0.52,0.54,25.47,7.08
4.75,-6.75,2024,150,28.79,81.31,0.58,0.41,25.96,4.96
4.75,-6.25,2024,150,29.05,80.69,0.59,0.28,27.05,2.93
4.75,-5.75,2024,150,28.9,81.14,0.61,0.35,27.47,2.15
4.75,-5.25,2024,150,29.03,81.14,-999,0.61,27.77,1.75
4.75,-4.75,2024,150,29.17,80.99,-999,0.86,27.99,1.48
4.75,-4.25,2024,150,29.23,80.84,-999,0.99,28.12,1.29
4.75,-3.75,2024,150,29.24,80.72,-999,0.99,28.14,1.27
4.75,-3.25,2024,150,29.25,80.92,-999,1.4,28.05,1.37
4.75,-2.75,2024,150,28.93,81.92,-999,1.48,27.6,1.78
5.25,-8.25,2024,150,29.23,79.63,0.57,0.59,24.46,8.84
5.25,-7.75,2024,150,28.93,79.08,0.52,0.59,24.12,9.3
5.25,-7.25,2024,150,28.41,81.04,0.53,0.53,23.97,8.72
5.25,-6.75,2024,150,27.79,84.85,0.6,0.41,24,7.35
5.25,-6.25,2024,150,28.01,84.5,0.61,0.31,24.73,6.09
5.25,-5.75,2024,150,28.04,84.35,0.6,0.45,25.2,5.35
5.25,-5.25,2024,150,28.29,84.35,0.59,0.92,25.72,4.72
5.25,-4.75,2024,150,28.54,84.12,0.56,1.34,26.18,4.16
5.25,-4.25,2024,150,28.65,83.71,0.54,1.53,26.46,3.75
5.25,-3.75,2024,150,28.57,83.56,0.54,1.46,26.45,3.68
5.25,-3.25,2024,150,28.39,84.44,0.68,2.11,26.23,3.74
5.25,-2.75,2024,150,27.74,86.72,0.72,2.24,25.41,4.46
5.75,-8.25,2024,150,28.84,80.31,0.52,0.48,23.82,9.35
5.75,-7.75,2024,150,28.46,79.87,0.5,0.47,23.75,9.15
5.75,-7.25,2024,150,27.94,81.94,0.53,0.44,23.6,8.7
5.75,-6.75,2024,150,27.31,86.17,0.6,0.36,23.33,7.95
5.75,-6.25,2024,150,27.44,85.59,0.63,0.3,23.61,7.55
5.75,-5.75,2024,150,27.61,84.94,0.6,0.51,23.85,7.44
5.75,-5.25,2024,150,27.83,85.42,0.59,1.17,24.22,7.1
5.75,-4.75,2024,150,28.1,85.38,0.59,1.76,24.62,6.78
5.75,-4.25,2024,150,28.3,84.67,0.59,2.02,24.89,6.6
5.75,-3.75,2024,150,28.17,84.59,0.54,1.86,24.85,6.52
5.75,-3.25,2024,150,27.73,86.84,0.63,2.62,24.59,6.14
5.75,-2.75,2024,150,27.21,88.85,0.67,2.78,24.04,6.49
6.25,-8.25,2024,150,28.82,79.46,0.49,0.43,23.88,9.07
6.25,-7.75,2024,150,28.65,78.42,0.48,0.42,23.82,9
6.25,-7.25,2024,150,28.24,80.16,0.5,0.4,23.73,8.71
6.25,-6.75,2024,150,27.51,84.36,0.58,0.34,23.59,8
6.25,-6.25,2024,150,27.42,83.69,0.6,0.31,23.75,7.72
6.25,-5.75,2024,150,27.72,82.94,0.58,0.55,23.83,7.88
6.25,-5.25,2024,150,28.04,83.37,0.57,1.3,24.06,7.83
6.25,-4.75,2024,150,28.36,83.29,0.58,2,24.33,7.84
6.25,-4.25,2024,150,28.59,82.48,0.59,2.31,24.53,7.92
6.25,-3.75,2024,150,28.54,82.16,0.53,2.1,24.52,7.87
6.25,-3.25,2024,150,27.79,85.61,0.56,2.96,24.17,7.26
6.25,-2.75,2024,150,27.53,86.69,0.61,3,23.8,7.46
6.75,-8.25,2024,150,29.26,76.21,0.51,0.55,23.97,9.79
6.75,-7.75,2024,150,29.38,74.49,0.47,0.56,23.97,9.75
6.75,-7.25,2024,150,29.02,75.68,0.47,0.53,24.05,9.35
6.75,-6.75,2024,150,28.15,79.57,0.51,0.41,24.12,8.53
6.75,-6.25,2024,150,27.78,81.34,0.52,0.38,24.1,7.9
6.75,-5.75,2024,150,28.32,79.97,0.52,0.64,24.22,8.04
6.75,-5.25,2024,150,28.8,79.49,0.52,1.42,24.49,8.19
6.75,-4.75,2024,150,29.09,79.29,0.53,2.14,24.74,8.33
6.75,-4.25,2024,150,29.21,78.98,0.55,2.43,24.88,8.39
6.75,-3.75,2024,150,29.22,78.41,0.52,2.18,24.88,8.32
6.75,-3.25,2024,150,28.44,81.71,0.51,3.32,24.44,7.85
6.75,-2.75,2024,150,28.37,81.72,0.53,3.15,24.1,8.19
7.25,-8.25,2024,150,28.53,76.23,0.56,1.36,23.44,10.11
7.25,-7.75,2024,150,28.66,75.43,0.5,1.44,23.41,10.12
7.25,-7.25,2024,150,28.59,76.48,0.47,1.32,23.75,9.42
7.25,-6.75,2024,150,28.44,78.05,0.47,0.87,24.28,8.44
7.25,-6.25,2024,150,28.38,79,0.46,0.74,24.41,7.81
7.25,-5.75,2024,150,29.04,76.47,0.46,1.05,24.69,8.02
7.25,-5.25,2024,150,29.52,75.3,0.46,1.81,24.9,8.5
7.25,-4.75,2024,150,29.83,75.01,0.48,2.46,25.08,8.9
7.25,-4.25,2024,150,29.99,74.87,0.51,2.64,25.24,9.05
7.25,-3.75,2024,150,29.99,73.84,0.51,2.25,25.32,8.96
7.25,-3.25,2024,150,29.26,77.29,0.5,4,24.8,8.59
7.25,-2.75,2024,150,29.31,76.43,0.48,3.51,24.54,8.89
7.75,-8.25,2024,150,27.2,80.82,0.63,2.39,22.75,9.1
7.75,-7.75,2024,150,27.79,78.2,0.54,2.07,22.79,9.88
7.75,-7.25,2024,150,28.42,76.58,0.5,1.81,23.39,9.74
7.75,-6.75,2024,150,29.08,75.34,0.48,1.37,24.35,9.01
7.75,-6.25,2024,150,29.64,73.34,0.46,1.15,24.67,9.18
7.75,-5.75,2024,150,30.16,70.64,0.43,1.52,25.02,9.18
7.75,-5.25,2024,150,30.31,70.4,0.44,2.24,25.13,9.28
7.75,-4.75,2024,150,30.47,70.82,0.46,2.84,25.27,9.49
7.75,-4.25,2024,150,30.84,70.38,0.48,2.96,25.55,9.76
7.75,-3.75,2024,150,31.34,67.78,0.48,2.43,25.93,9.99
7.75,-3.25,2024,150,30.37,71.91,0.49,4.47,25.13,9.86
7.75,-2.75,2024,150,30.35,71.44,0.48,3.76,24.91,10.19
8.25,-8.25,2024,150,27.32,80.29,0.64,2.35,22.46,9.35
8.25,-7.75,2024,150,29.04,73.26,0.55,1.62,23.08,10.96
8.25,-7.25,2024,150,30.37,68.14,0.49,1.27,23.9,11.71
8.25,-6.75,2024,150,31.07,66.2,0.47,1.11,24.63,11.57
8.25,-6.25,2024,150,31.71,64.38,0.44,0.98,24.89,11.87
8.25,-5.75,2024,150,31.81,63.52,0.42,1.24,25.12,11.55
8.25,-5.25,2024,150,31.51,64.7,0.44,1.77,25.2,11.06
8.25,-4.75,2024,150,31.39,65.9,0.46,2.29,25.35,10.76
8.25,-4.25,2024,150,31.75,65.5,0.47,2.56,25.69,10.82
8.25,-3.75,2024,150,32.65,62.25,0.47,2.44,26.18,11.25
8.25,-3.25,2024,150,31.83,65.4,0.47,3.45,25.33,11.61
8.25,-2.75,2024,150,32.02,65.23,0.47,2.93,25.41,11.95
4.75,-8.25,2024,151,29.23,82.51,0.58,1.05,26.86,4.03
4.75,-7.75,2024,151,29.17,81.05,0.52,0.97,26.28,5.36
4.75,-7.25,2024,151,28.97,81.58,0.52,0.86,26.16,5.29
4.75,-6.75,2024,151,28.66,83.82,0.58,0.73,26.56,3.85
4.75,-6.25,2024,151,28.94,83.34,0.59,0.63,27.52,2.16
4.75,-5.75,2024,151,28.87,83.22,0.6,0.77,27.9,1.6
4.75,-5.25,2024,151,29.03,83.09,-999,1.25,28.1,1.34
4.75,-4.75,2024,151,29.13,82.92,-999,1.74,28.23,1.14
4.75,-4.25,2024,151,29.09,82.64,-999,2.08,28.32,0.99
4.75,-3.75,2024,151,29.06,82.22,-999,2.2,28.36,1
4.75,-3.25,2024,151,29.04,81.72,-999,3.43,28.3,1.14
4.75,-2.75,2024,151,28.77,82.38,-999,3.46,27.91,1.57
5.25,-8.25,2024,151,28.63,82.78,0.56,0.83,25.19,6.61
5.25,-7.75,2024,151,28.47,81.87,0.51,0.78,25,7.08
5.25,-7.25,2024,151,28.17,83.23,0.53,0.69,24.92,6.82
5.25,-6.75,2024,151,27.73,86.46,0.6,0.58,24.92,5.89
5.25,-6.25,2024,151,27.94,86.19,0.61,0.5,25.51,4.92
5.25,-5.75,2024,151,28.04,85.44,0.59,0.74,25.94,4.37
5.25,-5.25,2024,151,28.26,85.4,0.58,1.52,26.29,3.87
5.25,-4.75,2024,151,28.41,85.45,0.55,2.44,26.6,3.37
5.25,-4.25,2024,151,28.44,85.34,0.53,3.2,26.82,3.01
5.25,-3.75,2024,151,28.39,85.19,0.54,3.68,26.83,3.08
5.25,-3.25,2024,151,28.31,85.61,0.68,6.21,26.66,3.2
5.25,-2.75,2024,151,27.76,87.52,0.72,6.59,25.9,3.94
5.75,-8.25,2024,151,28.46,82.45,0.52,0.62,24.38,7.89
5.75,-7.75,2024,151,28.3,81.46,0.5,0.57,24.54,7.7
5.75,-7.25,2024,151,27.95,83.12,0.53,0.51,24.54,7.3
5.75,-6.75,2024,151,27.37,87.13,0.6,0.44,24.27,6.67
5.75,-6.25,2024,151,27.44,86.53,0.62,0.39,24.41,6.46
5.75,-5.75,2024,151,27.61,85.56,0.59,0.7,24.62,6.32
